"contactid"	"publicationid"	"pubtype"	"year"	"articletitle"	"citation"	"journal"	"volume"	"issue"	"pages"	"doi"	"booktitle"	"publisher"	"contactid.1"	"numvolumes"	"edition"	"volumetitle"	"seriestitle"	"seriesvolume"	"citationnumber"	"url"	"city"	"state"	"country"	"originallanguage"	"contactid.2"	"notes"
NA	310	NA	"1991"	"Late Pleistocene North American equids: why a widespread large mammal may be sparsely represented in Early Archaeological sites"	NA	"Bearmers, bobwhites, and blue-points: tributes to the career of Paul W. Parmalee"	23	NA	"261-272"	NA	"Bearmers, bobwhites, and blue-points: tributes to the career of Paul W. Parmalee"	"Illinions State Museum Scientific Papers. The University of Tennessae, Department of Anthropology Report of Investigations"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	311	NA	"1898"	"The extinct Camelidae of North America and some associated forms"	NA	"Bulletin of the American Museum of Natural History"	10	NA	"93-142"	NA	"Bulletin of the American Museum of Natural History"	"The American Museum of Natural History"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	312	NA	"1985"	"A new species of woodrat (Cricetidae) from the Pleistocene (Invingtonian) of South Dakota"	NA	"Journal of Mammalogy"	66	NA	"770-773"	NA	"Journal of Mammalogy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	313	NA	"1985"	"The fossil record"	NA	"Biology of New World Microtus"	8	NA	"1-51"	NA	"Biology of New World Microtus"	"Special publication of the American Society of Mammalogists"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	314	NA	"1987"	"First record of giant anteater (Xenarthra, Myrmecophagidae) in North America"	NA	"Science"	236	NA	"186-188"	NA	"Science"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	315	NA	"1967"	"Associations of early man with horse, camel, and mastodon at Hueyatlaco, Valsequillo (Puebla, Mexico)"	NA	"Pleistocene extinctions: the search for a cause. Proceedings of the VII Congress of the International Association for Quaternary Research"	6	NA	"337-347"	NA	"Pleistocene extinctions: the search for a cause. Proceedings of the VII Congress of the International Association for Quaternary Research"	"New Haven and London, Yale University"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	316	NA	"1994"	"La fauna"	NA	"8000 aos de la Cuenca de Zacapu: evolucin de los paisajes y primeros desmontes"	0	NA	"113-122"	NA	"8000 aos de la Cuenca de Zacapu: evolucin de los paisajes y primeros desmontes"	"Collections estudes Mesamericaines II-14 Cuadernos de Estudios Michoacanos"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	317	NA	"1992"	"Aztec exploitation of cloud forests: tributes of liquidambar resin and quetzal feathers"	NA	"Global Ecology and Biogeography Letters"	2	NA	"165-173"	NA	"Global Ecology and Biogeography Letters"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	318	NA	"1967"	"Carbon-14 dates and early man in the New World"	NA	"Pleistocene extinctions: the search for a cause. Proceedings of the VII Congress of the International Association for Quaternary Research"	6	NA	"267-286"	NA	"Pleistocene extinctions: the search for a cause. Proceedings of the VII Congress of the International Association for Quaternary Research"	"New Haven and London, Yale University"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	319	NA	"1967"	"The agency of man in animal extinctions"	NA	"Pleistocene extinctions: the search for a cause. Proceedings of the VII Congress of the International Association for Quaternary Research"	6	NA	"267-286"	NA	"Pleistocene extinctions: the search for a cause. Proceedings of the VII Congress of the International Association for Quaternary Research"	"New Haven and London, Yale University"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	320	NA	"1960"	"Probocideos fsiles de Mxico, una revisin"	NA	"Instituto Nacional de Antropologa e Historia"	4	NA	"7-63"	NA	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	321	NA	"1991"	"Comparison of dental characters of fossil horses in two Pleistocene local faunas"	NA	"The Texas Journal of Science"	43	NA	"45-49"	NA	"The Texas Journal of Science"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	322	NA	"1962"	"The Hill-Shuler local faunas of the upper Trinity River, Dallas and Denton Counties, Texas"	NA	"Bureau of Economic Geology"	0	NA	"1-66"	NA	"Bureau of Economic Geology"	"The University of Texas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	323	NA	"1994"	"Sediments properties from San Josecito Cave, Nuevo Len, Mxico"	NA	"15 Congreso Mundial de la Ciencia del Suelo (Volume 6a: Commission V: Symposia)"	6	NA	"129-141"	NA	"15 Congreso Mundial de la Ciencia del Suelo (Volume 6a: Commission V: Symposia)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	324	NA	"1993"	"Fauna fsil del Estado de Aguascalientes"	NA	"Revista Geogrfica"	5	NA	"26-31"	NA	"Revista Geogrfica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	325	NA	"1910"	"Breves apuntes acerca de la Paleobiologa del Valle de Mxico"	NA	"La Naturaleza, tercera serie"	1	NA	"7-13"	NA	"La Naturaleza, tercera serie"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	326	NA	"1990"	"Pleistocene artifacts from Jalisco, Mexico: a comparison with some pre-hispanis artifacts"	NA	"Bone modifications"	0	NA	"499-514"	NA	"Bone modifications"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	327	NA	"1979"	"Tratado de Paleomastozoologia"	NA	NA	0	NA	NA	NA	NA	"Academia Brasileira de Cincias"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	328	NA	"1968"	"A new porcine from the Middle Pleistocene of the Anza-borrego Desert of California with notes on mastications in Coendou and Erethizon"	NA	"Contributions in Science"	0	NA	"1-15"	NA	"Contributions in Science"	"Los Angeles County Museum of Natural History"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	329	NA	"1897"	"Catlogo de la coleccin de fsiles del Museo Nacional"	NA	NA	0	NA	"1-79"	NA	NA	"Imprenta del Museo Nacional"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	330	NA	"1988"	"Restos faunsticos y reas de actividad en una unidad habitacional de la antigua ciudad de Teotihuacn"	NA	"Revista Mexicana de Estudios Antropolgicos"	34	NA	"147-168"	NA	"Revista Mexicana de Estudios Antropolgicos"	"Sociedad Mexicana de Antropologa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	331	NA	"1975"	"Late Pleistocene and Holocene mammals from Northern Mexico and their implications for archaeological research"	NA	NA	0	NA	"1-11"	NA	NA	"Casa de la Cultura de Nuevo Len"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	332	NA	"1984"	"New World mammoth distribution"	NA	"Quaternary extinctions: a Prehistoric revolution"	0	NA	"90-108"	NA	"Quaternary extinctions: a Prehistoric revolution"	"The University of Arizona Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	333	NA	"1937"	"Horned rumiants of North America"	NA	NA	69	NA	NA	NA	NA	"Bulletin of the American Museum of Natural History"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	334	NA	"1984"	"Enviromental insularity and the extinctions of the american mastodon"	NA	"Quaternary extinctions: a Prehistoric revolution"	0	NA	"315-339"	NA	"Quaternary extinctions: a Prehistoric revolution"	"The University of Arizona Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	335	NA	"1984"	"The reordered North American selection regime and Late Quaternary megafaunal extinctions"	NA	"Quaternary extinctions: a Prehistoric revolution"	1	NA	"404-439"	NA	"Quaternary extinctions: a Prehistoric revolution"	"The University of Arizona Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	336	NA	"1978"	"Distribution of Cenozoic vertebrate faunas in middle America and problems of migration between north and south America"	NA	"Conexiones terrestres entre Norte y Sudamrica"	0	NA	"193-321"	NA	"Conexiones terrestres entre Norte y Sudamrica"	"Instituto de Geologa, Universidad Nacional Autnoma de Mxico"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	337	NA	"1986"	"Preliminary report on archaeological and paleoenvironmental studies in the area of El Cedral, San Luis Potos, Mexico 1977-1980"	NA	"New evidence for the Pleistocene peopling of the Americas"	0	NA	"107-113"	NA	"New evidence for the Pleistocene peopling of the Americas"	"Center for the study of early man University of Maine Orono, Maine"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	338	NA	"1995"	"Taphonomy of a Late Pleistocene Carnivore Den, Dade County, Florida."	NA	"Late Quaternary environments and deep history: A tribute to Paul S. Martin"	3	NA	"65-83"	NA	"Late Quaternary environments and deep history: A tribute to Paul S. Martin"	"The Mammoth Site of Hot Springs, South Dakota, Inc. Scientific Papers"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	339	NA	"1991"	"Monografa de la familia Hydrochaeridae (Mammalia: Rodentia)"	NA	"Courier Forschungsinstitut Senckenberg"	134	NA	"1-235"	NA	"Courier Forschungsinstitut Senckenberg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	340	NA	"1992"	"Ice age mammals of northwestern Texas"	NA	NA	1	NA	NA	NA	NA	"Midwestern State Univerity Press Wichita Fall, Texas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	341	NA	"1987"	"Vertebrate remains"	NA	"Lubbock Lake Late Quaternary studies on the southern High Plains"	0	NA	"49-89"	NA	"Lubbock Lake Late Quaternary studies on the southern High Plains"	"Texas A & M University Press College Station"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	342	NA	"1942"	"Proboscidea: a monograph of the discovery, evolution, migration and extinction of the mastodonts and elephants of the wordl. II Stegodontoidea, Elephantoidea"	NA	NA	2	NA	"805-1675"	NA	NA	"American Museum of Natural History"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	343	NA	"1987"	"Paleopaysages et archeologie pre-urbaine du bassin de Mexico"	NA	NA	11	NA	NA	NA	NA	"Centre d'tudes Mexicaines et Centramricaines"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	344	NA	"1955"	"Fsiles del Pleistoceno en Aguascalientes"	NA	"Revista de la Asociacin Cultural Aguascalentense"	0	NA	"28-36"	NA	"Revista de la Asociacin Cultural Aguascalentense"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	345	NA	"1933"	"Nota preliminar acerca del hallazgo de un gravgrado en capas diluviales de Villa F. Madero, D.F., Valle de Mxico"	NA	"Anales del Instituto de Biologa, Mxico"	4	NA	"143"	NA	"Anales del Instituto de Biologa, Mxico"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	346	NA	"1993"	"Macrofsiles faunsticos"	NA	"Anatoma de un conjunto residencial teotihuacano en Oztoyahualco. II. Los estudios especificos"	2	NA	"729-825"	NA	"Anatoma de un conjunto residencial teotihuacano en Oztoyahualco. II. Los estudios especificos"	"Instituto de Investigaciones Antroplogicas, Universidad Nacional Autnoma de Mxico"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	347	NA	"1993"	"Arquitectura y reas de actividad: bancos de datos"	NA	"Anatoma de un conjunto residencial teotihuacano en Oztoyahualco. I. Las excavaciones"	1	NA	"98-189"	NA	"Anatoma de un conjunto residencial teotihuacano en Oztoyahualco. I. Las excavaciones"	"Instituto de Investigaciones Antroplogicas, Universidad Nacional Autnoma de Mxico"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	348	NA	"1981"	"El Cedral, S.L.P., Mxico: un sitio con presencia humanas de ms de 30,000 AP."	NA	"X Congreso. Comisin XII El Poblamiento de Amrica, Coloquio evidencia arqueolgica de ocupacin humana en Amrica anterior a 11,500 aos a.p."	0	NA	"112-124."	NA	"X Congreso. Comisin XII El Poblamiento de Amrica, Coloquio evidencia arqueolgica de ocupacin humana en Amrica anterior a 11,500 aos a.p."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	349	NA	"1984"	"Neotoma in the Pleistocene of New Mexico and Chihuahua"	NA	"Contributions in Quaternary Vertebrate Paleontology: a volume in memmorial to John E. Guilday"	0	NA	"164-178"	NA	"Contributions in Quaternary Vertebrate Paleontology: a volume in memmorial to John E. Guilday"	"Carnegie Museum of Natural History Special Publication"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	350	NA	"1985"	"Restos seos de murcilagos (Orden Chiroptera), procedentes de las excavaciones en las grutas de Loltn, Yucatn, Mxico."	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	351	NA	"1995"	"Morphological variation bertween Pleistocene and Recent samples of Cryptotis (Insectivora; Soricidae) from the Yucatan Peninsula, Mexico"	NA	"Journal of Mammalogy"	76	NA	"223-231"	NA	"Journal of Mammalogy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	352	NA	"1993"	"Ensayo de interpretacin"	NA	"Anatoma de un conjunto residencial teotihuacano en Oztoyahualco. I. Las excavaciones"	1	NA	"548-566"	NA	"Anatoma de un conjunto residencial teotihuacano en Oztoyahualco. I. Las excavaciones"	"Instituto de Investigaciones Antroplogicas, Universidad Nacional Autnoma de Mxico"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	353	NA	"1995"	"Pliocene-Pleistocene biogeographic history of prairie dogs, genus Cynomus (Sciuridae)"	NA	"Journal of Mammalogy"	76	NA	"100-122"	NA	"Journal of Mammalogy"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	354	NA	"1975"	"Bibliografa y catlogo sistemtico de la mastofauna fsil de Mxico, con notas sobre la avifauna fsil"	NA	NA	0	NA	NA	NA	NA	"Universidad Nacional Autnoma de Mxico"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	355	NA	"1994"	"Paleontologa de Aguascalientes: bibliografa comentada"	NA	"Coleccin Fuentes"	0	NA	NA	NA	"Coleccin Fuentes"	"Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	356	NA	"1975"	"Man-animal relationships in pre-columbian central Mexico"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	357	NA	"1986"	"Restos biolgicos de la costa del Pacfico"	NA	"Arqueologa y Etnohistoria del Estado de Guerrero"	0	NA	"267-275"	NA	"Arqueologa y Etnohistoria del Estado de Guerrero"	"Instituto Nacional de Antropologa e Historia. Gobierno del Estado de Guerrero"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	358	NA	"1995"	"Use of Sonoran rangelands: lessons from the Pleistocene"	NA	"Late Quaternary environments and deep history: A tribute to Paul S. Martin"	3	NA	"50-60"	NA	"Late Quaternary environments and deep history: A tribute to Paul S. Martin"	"The Mammoth Site of Hot Springs, South Dakota, Inc. Scientific Papers"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	359	NA	"1967"	"Z-6"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	360	NA	"1968"	"Z-8"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	361	NA	"1967"	"Z-5"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	362	NA	"1968"	"Z-9"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	363	NA	"1957"	"Man and mammoth in Mexico"	NA	NA	0	NA	NA	NA	NA	"Hutchinson of London"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	364	NA	"1985"	"Revision of North American fossil species of the genus Equus (Mammalia: Perissodactyla: Equidae)"	NA	NA	0	NA	NA	NA	NA	"The University of Texas at Austin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	365	NA	"1980"	"Pleistocene mammals of North America"	NA	NA	0	NA	NA	NA	NA	"Columbia University Press"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	366	NA	"1970"	"Z-230: Identificacin de los restos seos procedentes de las excavaciones del Sistema de Transporte Colectivo \"Metro\""	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	367	NA	"1971"	"Z-234: Informe preliminar acerca de la identificacin del material seo proveniente de Roca Azul, Jocotepec, Estado de Jalisco"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	368	NA	"1972"	"Z-237"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	369	NA	"1972"	"Z-240"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	370	NA	"1972"	"Z-241: Informe sobre los restos seos y de moluscos procedentes de la primera temporada de excavaciones en La Angostura, Chiapas"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	371	NA	"1973"	"Z-243"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	372	NA	"1981"	"Systematics of Antrozous dubiaquercus (Chiroptera: Vespertilionidae), with comments on the status of Bauerus Van Gelder"	NA	"Annals of the Carnegie Museum"	50	NA	"371-383"	NA	"Annals of the Carnegie Museum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	374	NA	"1969"	"Z-65"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	375	NA	"1970"	"Z-169"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	376	NA	"1970"	"Z-204"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	377	NA	"1970"	"Z-209"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	378	NA	"1970"	"Z-210"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	379	NA	"1970"	"Z-212"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	380	NA	"1971"	"Z-219"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	381	NA	"1969"	"Z-102"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	382	NA	"1969"	"Z-107"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	383	NA	"1969"	"Z-108"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	386	NA	"1969"	"Z-100"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	387	NA	"1971"	"Z-215"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	388	NA	"1979"	"Z-321"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	389	NA	"1979"	"Z-325"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	390	NA	"1979"	"Z-326"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	391	NA	"1979"	"Z-329"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	392	NA	"1979"	"Z-330"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	393	NA	"1979"	"Z-331"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	394	NA	"1978"	"Z-312"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	395	NA	"1979"	"Z-332"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	396	NA	"1969"	"Z-110"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	398	NA	"1969"	"Z-113"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	399	NA	"1969"	"Z-115"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	400	NA	"1969"	"Z-153"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	401	NA	"1969"	"Z-154"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	402	NA	"1970"	"Z-157"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	403	NA	"1970"	"Z-165"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	404	NA	"1970"	"Z-168: Resultados del estudio del material procedente de La Villlita, Guerrero-Michoacn"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	405	NA	"1970"	"Z-170"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	406	NA	"1970"	"Z-172"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	407	NA	"1970"	"Z-177"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	408	NA	"9999"	"Z-2"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	409	NA	"9999"	"Z-1"	NA	NA	0	NA	NA	NA	NA	"Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
